"E3 Ligase"	"E3 Tier"	"Substrate"	"Substrate Tier"	"Cancer Types"	"Existing Protac"	"Num Cancer Types"
"434"	"FBXW7"	"1"	"CEBPD"	NA	"clear_cell_renal_cell_carcinoma_(kidney)"	"No"	1
"435"	"FBXW7"	"1"	"DISC1"	NA	"clear_cell_renal_cell_carcinoma_(kidney)"	"No"	1
"436"	"FBXW7"	"1"	"ENO1"	NA	"clear_cell_renal_cell_carcinoma_(kidney)"	"No"	1
"437"	"FBXW7"	"1"	"HDAC7"	NA	"clear_cell_renal_cell_carcinoma_(kidney)"	"No"	1
"438"	"FBXW7"	"1"	"MCL1"	NA	"clear_cell_renal_cell_carcinoma_(kidney)"	"No"	1
"439"	"FBXW7"	"1"	"MED13L"	NA	"clear_cell_renal_cell_carcinoma_(kidney)"	"No"	1
"440"	"FBXW7"	"1"	"NCOA3"	NA	"clear_cell_renal_cell_carcinoma_(kidney)"	"No"	1
"441"	"FBXW7"	"1"	"RUNX2"	NA	"clear_cell_renal_cell_carcinoma_(kidney)"	"No"	1
"442"	"FBXW7"	"1"	"SPI1"	NA	"clear_cell_renal_cell_carcinoma_(kidney)"	"No"	1
"443"	"FBXW7"	"1"	"STAT2"	NA	"clear_cell_renal_cell_carcinoma_(kidney)"	"No"	1
"444"	"FBXW7"	"1"	"TOP2A"	NA	"clear_cell_renal_cell_carcinoma_(kidney)"	"No"	1
"445"	"FBXW7"	"1"	"XBP1"	NA	"clear_cell_renal_cell_carcinoma_(kidney)"	"No"	1
"446"	"KEAP1"	"1"	"EGLN1"	NA	"lung_squamous_cell_carcinoma, clear_cell_renal_cell_carcinoma_(kidney)"	"No"	2
"447"	"KEAP1"	"1"	"MCM3"	NA	"glioblastoma, lung_squamous_cell_carcinoma, clear_cell_renal_cell_carcinoma_(kidney)"	"No"	3
"448"	"KEAP1"	"1"	"PGAM5"	NA	"lung_squamous_cell_carcinoma"	"No"	1
"449"	"KEAP1"	"1"	"SOX9"	NA	"lung_squamous_cell_carcinoma"	"No"	1
"450"	"KEAP1"	"1"	"SQSTM1"	NA	"glioblastoma, clear_cell_renal_cell_carcinoma_(kidney)"	"No"	2
"451"	"MDM2"	"1"	"AQP2"	NA	"endometrial_carcinoma_(uterine)"	"No"	1
"452"	"MDM2"	"1"	"ARPC3"	NA	"endometrial_carcinoma_(uterine), clear_cell_renal_cell_carcinoma_(kidney)"	"No"	2
"453"	"MDM2"	"1"	"ARRB1"	NA	"clear_cell_renal_cell_carcinoma_(kidney)"	"No"	1
"454"	"MDM2"	"1"	"ARRB2"	NA	"clear_cell_renal_cell_carcinoma_(kidney)"	"No"	1
"455"	"MDM2"	"1"	"BAIAP2L1"	NA	"endometrial_carcinoma_(uterine)"	"No"	1
"456"	"MDM2"	"1"	"DHFR"	NA	"endometrial_carcinoma_(uterine)"	"No"	1
"457"	"MDM2"	"1"	"DYRK2"	NA	"clear_cell_renal_cell_carcinoma_(kidney)"	"No"	1
"458"	"MDM2"	"1"	"E2F1"	NA	"endometrial_carcinoma_(uterine), clear_cell_renal_cell_carcinoma_(kidney)"	"No"	2
"459"	"MDM2"	"1"	"GNL3"	NA	"clear_cell_renal_cell_carcinoma_(kidney)"	"No"	1
"460"	"MDM2"	"1"	"HBP1"	NA	"clear_cell_renal_cell_carcinoma_(kidney)"	"No"	1
"461"	"MDM2"	"1"	"IRF1"	NA	"clear_cell_renal_cell_carcinoma_(kidney)"	"No"	1
"462"	"MDM2"	"1"	"IRF2"	NA	"clear_cell_renal_cell_carcinoma_(kidney)"	"No"	1
"463"	"MDM2"	"1"	"MRPS7"	NA	"endometrial_carcinoma_(uterine)"	"No"	1
"464"	"MDM2"	"1"	"NOL3"	NA	"endometrial_carcinoma_(uterine), clear_cell_renal_cell_carcinoma_(kidney)"	"No"	2
"465"	"MDM2"	"1"	"PARP1"	NA	"endometrial_carcinoma_(uterine), clear_cell_renal_cell_carcinoma_(kidney)"	"Yes"	2
"466"	"MDM2"	"1"	"PER2"	NA	"clear_cell_renal_cell_carcinoma_(kidney)"	"No"	1
"467"	"MDM2"	"1"	"PSMD4"	NA	"clear_cell_renal_cell_carcinoma_(kidney)"	"No"	1
"468"	"MDM2"	"1"	"RPL26"	NA	"clear_cell_renal_cell_carcinoma_(kidney)"	"No"	1
"469"	"MDM2"	"1"	"RPS2"	NA	"endometrial_carcinoma_(uterine), clear_cell_renal_cell_carcinoma_(kidney)"	"No"	2
"470"	"MDM2"	"1"	"RPS27A"	NA	"clear_cell_renal_cell_carcinoma_(kidney)"	"No"	1
"471"	"MDM2"	"1"	"RRM2B"	NA	"clear_cell_renal_cell_carcinoma_(kidney)"	"No"	1
"472"	"MDM2"	"1"	"SUV39H1"	NA	"endometrial_carcinoma_(uterine), clear_cell_renal_cell_carcinoma_(kidney)"	"No"	2
"473"	"MDM2"	"1"	"TP73"	NA	"endometrial_carcinoma_(uterine), clear_cell_renal_cell_carcinoma_(kidney)"	"No"	2
"474"	"MDM2"	"1"	"WDR5"	NA	"endometrial_carcinoma_(uterine), clear_cell_renal_cell_carcinoma_(kidney)"	"Yes"	2
"475"	"MDM2"	"1"	"XRCC6"	NA	"clear_cell_renal_cell_carcinoma_(kidney)"	"No"	1
"476"	"RFWD3"	"1"	"RAD51"	NA	"glioblastoma, endometrial_carcinoma_(uterine), head_and_neck_squamous_cell_carcinoma, lung_squamous_cell_carcinoma"	"No"	4
"477"	"RNF43"	"1"	"AKAP8L"	NA	"endometrial_carcinoma_(uterine)"	"No"	1
"478"	"RNF43"	"1"	"FZD5"	NA	"endometrial_carcinoma_(uterine)"	"No"	1
"479"	"SPOP"	"1"	"BRMS1"	NA	"clear_cell_renal_cell_carcinoma_(kidney)"	"No"	1
"480"	"SPOP"	"1"	"CAPRIN1"	NA	"clear_cell_renal_cell_carcinoma_(kidney)"	"No"	1
"481"	"SPOP"	"1"	"CDC20"	NA	"clear_cell_renal_cell_carcinoma_(kidney)"	"No"	1
"482"	"SPOP"	"1"	"INF2"	NA	"clear_cell_renal_cell_carcinoma_(kidney)"	"No"	1
"483"	"TNFAIP3"	"1"	"RIPK1"	NA	"glioblastoma"	"No"	1
"484"	"TRIM27"	"1"	"PIAS3"	NA	"endometrial_carcinoma_(uterine), lung_adenocarcinoma, lung_squamous_cell_carcinoma, clear_cell_renal_cell_carcinoma_(kidney)"	"No"	4
"485"	"UBR5"	"1"	"AGR2"	NA	"lung_adenocarcinoma"	"No"	1
"486"	"UBR5"	"1"	"ATMIN"	NA	"lung_adenocarcinoma, lung_squamous_cell_carcinoma"	"No"	2
"487"	"UBR5"	"1"	"TOPBP1"	NA	"head_and_neck_squamous_cell_carcinoma, lung_adenocarcinoma, lung_squamous_cell_carcinoma"	"No"	3
"488"	"VHL"	"1"	"AURKA"	NA	"glioblastoma, endometrial_carcinoma_(uterine), lung_adenocarcinoma, lung_squamous_cell_carcinoma"	"Yes"	4
"489"	"VHL"	"1"	"AURKB"	NA	"glioblastoma, endometrial_carcinoma_(uterine), lung_squamous_cell_carcinoma"	"Yes"	3
"490"	"VHL"	"1"	"BMP2K"	NA	"glioblastoma"	"Yes"	1
"491"	"VHL"	"1"	"BRD7"	NA	"glioblastoma, endometrial_carcinoma_(uterine)"	"Yes"	2
"492"	"VHL"	"1"	"BRD9"	NA	"lung_adenocarcinoma, lung_squamous_cell_carcinoma"	"Yes"	2
"493"	"VHL"	"1"	"CDC20"	NA	"glioblastoma, endometrial_carcinoma_(uterine), lung_squamous_cell_carcinoma"	"Yes"	3
"494"	"VHL"	"1"	"CDC7"	NA	"endometrial_carcinoma_(uterine), lung_adenocarcinoma, lung_squamous_cell_carcinoma"	"Yes"	3
"495"	"VHL"	"1"	"CDK13"	NA	"glioblastoma, lung_adenocarcinoma, lung_squamous_cell_carcinoma"	"Yes"	3
"496"	"VHL"	"1"	"CDK16"	NA	"endometrial_carcinoma_(uterine), lung_adenocarcinoma, lung_squamous_cell_carcinoma"	"Yes"	3
"497"	"VHL"	"1"	"CDK2"	NA	"glioblastoma, lung_adenocarcinoma, lung_squamous_cell_carcinoma"	"Yes"	3
"498"	"VHL"	"1"	"CHEK1"	NA	"glioblastoma, endometrial_carcinoma_(uterine), lung_squamous_cell_carcinoma"	"Yes"	3
"499"	"VHL"	"1"	"CIT"	NA	"endometrial_carcinoma_(uterine), lung_adenocarcinoma, lung_squamous_cell_carcinoma"	"Yes"	3
"500"	"VHL"	"1"	"CSNK1D"	NA	"lung_adenocarcinoma"	"Yes"	1
"501"	"VHL"	"1"	"DVL2"	NA	"lung_squamous_cell_carcinoma"	"No"	1
"502"	"VHL"	"1"	"EPHA1"	NA	"endometrial_carcinoma_(uterine), lung_adenocarcinoma, lung_squamous_cell_carcinoma"	"Yes"	3
"503"	"VHL"	"1"	"FN1"	NA	"glioblastoma"	"No"	1
"504"	"VHL"	"1"	"GAK"	NA	"endometrial_carcinoma_(uterine)"	"Yes"	1
"505"	"VHL"	"1"	"GSK3A"	NA	"endometrial_carcinoma_(uterine), lung_adenocarcinoma, lung_squamous_cell_carcinoma"	"Yes"	3
"506"	"VHL"	"1"	"HDAC1"	NA	"glioblastoma, endometrial_carcinoma_(uterine), lung_adenocarcinoma, lung_squamous_cell_carcinoma"	"Yes"	4
"507"	"VHL"	"1"	"HDAC2"	NA	"endometrial_carcinoma_(uterine), lung_adenocarcinoma, lung_squamous_cell_carcinoma"	"Yes"	3
"508"	"VHL"	"1"	"HDAC3"	NA	"glioblastoma, lung_adenocarcinoma, lung_squamous_cell_carcinoma"	"Yes"	3
"509"	"VHL"	"1"	"HDAC6"	NA	"glioblastoma"	"Yes"	1
"510"	"VHL"	"1"	"HNRNPD"	NA	"lung_adenocarcinoma, lung_squamous_cell_carcinoma"	"No"	2
"511"	"VHL"	"1"	"IRAK1"	NA	"glioblastoma, endometrial_carcinoma_(uterine), lung_adenocarcinoma, lung_squamous_cell_carcinoma"	"Yes"	4
"512"	"VHL"	"1"	"IRAK3"	NA	"glioblastoma"	"Yes"	1
"513"	"VHL"	"1"	"IRAK4"	NA	"glioblastoma, lung_squamous_cell_carcinoma"	"Yes"	2
"514"	"VHL"	"1"	"IREB2"	NA	"lung_squamous_cell_carcinoma"	"No"	1
"515"	"VHL"	"1"	"LIMK1"	NA	"endometrial_carcinoma_(uterine), lung_adenocarcinoma, lung_squamous_cell_carcinoma"	"Yes"	3
"516"	"VHL"	"1"	"LIMK2"	NA	"endometrial_carcinoma_(uterine), lung_squamous_cell_carcinoma"	"Yes"	2
"517"	"VHL"	"1"	"MAP3K7"	NA	"lung_squamous_cell_carcinoma"	"Yes"	1
"518"	"VHL"	"1"	"MAP4K1"	NA	"glioblastoma"	"Yes"	1
"519"	"VHL"	"1"	"MAPK6"	NA	"lung_adenocarcinoma, lung_squamous_cell_carcinoma"	"Yes"	2
"520"	"VHL"	"1"	"MAPK7"	NA	"glioblastoma"	"Yes"	1
"521"	"VHL"	"1"	"MAPKAPK2"	NA	"glioblastoma"	"Yes"	1
"522"	"VHL"	"1"	"MAPKAPK3"	NA	"glioblastoma, endometrial_carcinoma_(uterine)"	"Yes"	2
"523"	"VHL"	"1"	"MAPKAPK5"	NA	"endometrial_carcinoma_(uterine)"	"Yes"	1
"524"	"VHL"	"1"	"MARK2"	NA	"endometrial_carcinoma_(uterine), lung_adenocarcinoma, lung_squamous_cell_carcinoma"	"Yes"	3
"525"	"VHL"	"1"	"MARK4"	NA	"lung_squamous_cell_carcinoma"	"Yes"	1
"526"	"VHL"	"1"	"MELK"	NA	"glioblastoma, endometrial_carcinoma_(uterine), lung_squamous_cell_carcinoma"	"Yes"	3
"527"	"VHL"	"1"	"NLK"	NA	"endometrial_carcinoma_(uterine)"	"Yes"	1
"528"	"VHL"	"1"	"PAK1"	NA	"endometrial_carcinoma_(uterine), lung_adenocarcinoma, lung_squamous_cell_carcinoma"	"Yes"	3
"529"	"VHL"	"1"	"PAK4"	NA	"endometrial_carcinoma_(uterine)"	"Yes"	1
"530"	"VHL"	"1"	"PARP1"	NA	"glioblastoma, endometrial_carcinoma_(uterine), lung_adenocarcinoma, lung_squamous_cell_carcinoma"	"Yes"	4
"531"	"VHL"	"1"	"PDIK1L"	NA	"lung_adenocarcinoma, lung_squamous_cell_carcinoma"	"Yes"	2
"532"	"VHL"	"1"	"PRMT5"	NA	"glioblastoma, endometrial_carcinoma_(uterine), lung_adenocarcinoma, lung_squamous_cell_carcinoma"	"Yes"	4
"533"	"VHL"	"1"	"RIPK1"	NA	"glioblastoma"	"Yes"	1
"534"	"VHL"	"1"	"RIPK2"	NA	"glioblastoma, endometrial_carcinoma_(uterine)"	"Yes"	2
"535"	"VHL"	"1"	"RPS6KA1"	NA	"glioblastoma, endometrial_carcinoma_(uterine)"	"Yes"	2
"536"	"VHL"	"1"	"RPS6KA4"	NA	"lung_adenocarcinoma, lung_squamous_cell_carcinoma"	"Yes"	2
"537"	"VHL"	"1"	"RPS6KB1"	NA	"lung_adenocarcinoma, lung_squamous_cell_carcinoma"	"Yes"	2
"538"	"VHL"	"1"	"SKP2"	NA	"glioblastoma, endometrial_carcinoma_(uterine), lung_adenocarcinoma, lung_squamous_cell_carcinoma"	"No"	4
"539"	"VHL"	"1"	"SOS1"	NA	"lung_squamous_cell_carcinoma"	"Yes"	1
"540"	"VHL"	"1"	"STK17A"	NA	"glioblastoma, endometrial_carcinoma_(uterine)"	"Yes"	2
"541"	"VHL"	"1"	"STK17B"	NA	"glioblastoma"	"Yes"	1
"542"	"VHL"	"1"	"STK35"	NA	"endometrial_carcinoma_(uterine), lung_squamous_cell_carcinoma"	"Yes"	2
"543"	"VHL"	"1"	"TNK2"	NA	"lung_squamous_cell_carcinoma"	"Yes"	1
"544"	"VHL"	"1"	"TTK"	NA	"glioblastoma, endometrial_carcinoma_(uterine), lung_squamous_cell_carcinoma"	"Yes"	3
"545"	"VHL"	"1"	"TYK2"	NA	"glioblastoma, endometrial_carcinoma_(uterine)"	"Yes"	2
"546"	"VHL"	"1"	"UHMK1"	NA	"endometrial_carcinoma_(uterine), lung_adenocarcinoma, lung_squamous_cell_carcinoma"	"Yes"	3
"547"	"VHL"	"1"	"ULK1"	NA	"lung_adenocarcinoma, lung_squamous_cell_carcinoma"	"Yes"	2
"548"	"VHL"	"1"	"WDR5"	NA	"endometrial_carcinoma_(uterine), lung_adenocarcinoma, lung_squamous_cell_carcinoma"	"Yes"	3
"549"	"VHL"	"1"	"WEE1"	NA	"glioblastoma, lung_squamous_cell_carcinoma"	"Yes"	2
"550"	"BRCA1"	"2"	"CLSPN"	NA	"glioblastoma, endometrial_carcinoma_(uterine), head_and_neck_squamous_cell_carcinoma, lung_squamous_cell_carcinoma, clear_cell_renal_cell_carcinoma_(kidney)"	"No"	5
"551"	"BRCA1"	"2"	"RBBP8"	NA	"glioblastoma, head_and_neck_squamous_cell_carcinoma, lung_adenocarcinoma, lung_squamous_cell_carcinoma"	"No"	4
"552"	"BRCA1"	"2"	"TUBG1"	NA	"endometrial_carcinoma_(uterine), head_and_neck_squamous_cell_carcinoma, lung_adenocarcinoma, lung_squamous_cell_carcinoma"	"No"	4
"553"	"CBL"	"2"	"EPHA8"	NA	"head_and_neck_squamous_cell_carcinoma"	"No"	1
"554"	"CBL"	"2"	"IL2RG"	NA	"head_and_neck_squamous_cell_carcinoma, clear_cell_renal_cell_carcinoma_(kidney)"	"No"	2
"555"	"CBL"	"2"	"NFATC1"	NA	"glioblastoma, clear_cell_renal_cell_carcinoma_(kidney)"	"No"	2
"556"	"CBL"	"2"	"NGFR"	NA	"glioblastoma, clear_cell_renal_cell_carcinoma_(kidney)"	"No"	2
"557"	"CBL"	"2"	"SPRY2"	NA	"glioblastoma"	"No"	1
"558"	"CBL"	"2"	"ZAP70"	NA	"clear_cell_renal_cell_carcinoma_(kidney)"	"No"	1
"559"	"CDH1"	"2"	"AURKA"	NA	"endometrial_carcinoma_(uterine), lung_adenocarcinoma, lung_squamous_cell_carcinoma"	"No"	3
"560"	"FBXW7"	"2"	"AURKB"	NA	"clear_cell_renal_cell_carcinoma_(kidney)"	"No"	1
"561"	"FBXW7"	"2"	"CCNE2"	NA	"clear_cell_renal_cell_carcinoma_(kidney)"	"No"	1
"562"	"FBXW7"	"2"	"NR3C1"	NA	"clear_cell_renal_cell_carcinoma_(kidney)"	"No"	1
"563"	"FBXW7"	"2"	"SREBF1"	NA	"clear_cell_renal_cell_carcinoma_(kidney)"	"No"	1
"564"	"FBXW7"	"2"	"ZEB2"	NA	"clear_cell_renal_cell_carcinoma_(kidney)"	"No"	1
"565"	"MALT1"	"2"	"IKBKG"	NA	"clear_cell_renal_cell_carcinoma_(kidney)"	"No"	1
"566"	"MDM2"	"2"	"FOXP3"	NA	"endometrial_carcinoma_(uterine), clear_cell_renal_cell_carcinoma_(kidney)"	"No"	2
"567"	"MDM2"	"2"	"HIPK2"	NA	"endometrial_carcinoma_(uterine)"	"No"	1
"568"	"MDM2"	"2"	"NR3C1"	NA	"clear_cell_renal_cell_carcinoma_(kidney)"	"No"	1
"569"	"MDM2"	"2"	"RUNX3"	NA	"clear_cell_renal_cell_carcinoma_(kidney)"	"No"	1
"570"	"MDM2"	"2"	"TTF1"	NA	"clear_cell_renal_cell_carcinoma_(kidney)"	"No"	1
"571"	"SOCS1"	"2"	"IRS1"	NA	"head_and_neck_squamous_cell_carcinoma"	"No"	1
"572"	"SOCS1"	"2"	"RELA"	NA	"glioblastoma, head_and_neck_squamous_cell_carcinoma"	"No"	2
"573"	"SPOP"	"2"	"BMI1"	NA	"clear_cell_renal_cell_carcinoma_(kidney)"	"No"	1
"574"	"SPOP"	"2"	"DUSP7"	NA	"clear_cell_renal_cell_carcinoma_(kidney)"	"No"	1
"575"	"SPOP"	"2"	"NCOA3"	NA	"clear_cell_renal_cell_carcinoma_(kidney)"	"No"	1
"576"	"TRIM24"	"2"	"TRAF3"	NA	"endometrial_carcinoma_(uterine), lung_adenocarcinoma, lung_squamous_cell_carcinoma"	"No"	3
"577"	"TRIM27"	"2"	"TBK1"	NA	"head_and_neck_squamous_cell_carcinoma, lung_squamous_cell_carcinoma, clear_cell_renal_cell_carcinoma_(kidney)"	"No"	3
"578"	"TRIM27"	"2"	"TEAD4"	NA	"glioblastoma, head_and_neck_squamous_cell_carcinoma, clear_cell_renal_cell_carcinoma_(kidney)"	"No"	3
"579"	"VHL"	"2"	"CDK1"	NA	"glioblastoma, endometrial_carcinoma_(uterine), lung_adenocarcinoma, lung_squamous_cell_carcinoma"	"Yes"	4
"580"	"VHL"	"2"	"CDK7"	NA	"endometrial_carcinoma_(uterine), lung_adenocarcinoma, lung_squamous_cell_carcinoma"	"Yes"	3
"581"	"VHL"	"2"	"CLU"	NA	"glioblastoma"	"No"	1
"582"	"VHL"	"2"	"CSK"	NA	"glioblastoma, endometrial_carcinoma_(uterine), lung_squamous_cell_carcinoma"	"Yes"	3
"583"	"VHL"	"2"	"EPHB2"	NA	"glioblastoma, lung_squamous_cell_carcinoma"	"Yes"	2
"584"	"VHL"	"2"	"HPGDS"	NA	"glioblastoma"	"Yes"	1
"585"	"VHL"	"2"	"MAPK9"	NA	"lung_adenocarcinoma"	"Yes"	1
"586"	"VHL"	"2"	"MKNK2"	NA	"endometrial_carcinoma_(uterine)"	"Yes"	1
"587"	"VHL"	"2"	"PKN3"	NA	"glioblastoma"	"Yes"	1
"588"	"VHL"	"2"	"PLK4"	NA	"glioblastoma, endometrial_carcinoma_(uterine), lung_squamous_cell_carcinoma"	"Yes"	3
"589"	"VHL"	"2"	"POLR2G"	NA	"glioblastoma, lung_adenocarcinoma, lung_squamous_cell_carcinoma"	"No"	3
"590"	"VHL"	"2"	"PRKAA1"	NA	"glioblastoma"	"Yes"	1
"591"	"VHL"	"2"	"PRKCI"	NA	"endometrial_carcinoma_(uterine), lung_squamous_cell_carcinoma"	"No"	2
"592"	"VHL"	"2"	"RPTOR"	NA	"lung_adenocarcinoma, lung_squamous_cell_carcinoma"	"No"	2
"593"	"VHL"	"2"	"TGFBR1"	NA	"glioblastoma"	"No"	1
"594"	"ANAPC11"	NA	"ANLN"	NA	"endometrial_carcinoma_(uterine), lung_squamous_cell_carcinoma"	"No"	2
"595"	"ANAPC11"	NA	"CCNB1"	NA	"glioblastoma, endometrial_carcinoma_(uterine), lung_adenocarcinoma, lung_squamous_cell_carcinoma"	"No"	4
"596"	"ANAPC11"	NA	"GMNN"	NA	"glioblastoma, endometrial_carcinoma_(uterine), lung_adenocarcinoma, lung_squamous_cell_carcinoma"	"No"	4
"597"	"ANAPC11"	NA	"PTTG1"	NA	"glioblastoma, endometrial_carcinoma_(uterine), lung_adenocarcinoma, lung_squamous_cell_carcinoma"	"No"	4
"598"	"ARIH2"	NA	"APOBEC3G"	NA	"glioblastoma"	"No"	1
"599"	"ARIH2"	NA	"ARIH2"	NA	"glioblastoma"	"No"	1
"600"	"ARIH2"	NA	"NFKBIB"	NA	"glioblastoma"	"No"	1
"601"	"ASB3"	NA	"TNFRSF1B"	NA	"clear_cell_renal_cell_carcinoma_(kidney)"	"No"	1
"602"	"AURKA"	NA	"SOD2"	NA	"glioblastoma, head_and_neck_squamous_cell_carcinoma, clear_cell_renal_cell_carcinoma_(kidney)"	"No"	3
"603"	"BFAR"	NA	"TGFA"	NA	"endometrial_carcinoma_(uterine), head_and_neck_squamous_cell_carcinoma, clear_cell_renal_cell_carcinoma_(kidney)"	"No"	3
"604"	"BFAR"	NA	"TMBIM6"	NA	"glioblastoma, endometrial_carcinoma_(uterine)"	"No"	2
"605"	"BIRC2"	NA	"BIRC2"	NA	"glioblastoma, head_and_neck_squamous_cell_carcinoma, clear_cell_renal_cell_carcinoma_(kidney)"	"No"	3
"606"	"BIRC2"	NA	"CASP7"	NA	"head_and_neck_squamous_cell_carcinoma, clear_cell_renal_cell_carcinoma_(kidney)"	"No"	2
"607"	"BIRC2"	NA	"CSE1L"	NA	"head_and_neck_squamous_cell_carcinoma, clear_cell_renal_cell_carcinoma_(kidney)"	"No"	2
"608"	"BIRC2"	NA	"DIABLO"	NA	"glioblastoma, head_and_neck_squamous_cell_carcinoma"	"No"	2
"609"	"BIRC2"	NA	"IKBKE"	NA	"glioblastoma, clear_cell_renal_cell_carcinoma_(kidney)"	"No"	2
"610"	"BIRC2"	NA	"IKBKG"	NA	"head_and_neck_squamous_cell_carcinoma, clear_cell_renal_cell_carcinoma_(kidney)"	"No"	2
"611"	"BIRC2"	NA	"MAD1L1"	NA	"glioblastoma, head_and_neck_squamous_cell_carcinoma, clear_cell_renal_cell_carcinoma_(kidney)"	"No"	3
"612"	"BIRC2"	NA	"MAP3K14"	NA	"glioblastoma"	"No"	1
"613"	"BIRC2"	NA	"MAP3K5"	NA	"head_and_neck_squamous_cell_carcinoma, clear_cell_renal_cell_carcinoma_(kidney)"	"No"	2
"614"	"BIRC2"	NA	"MXD1"	NA	"clear_cell_renal_cell_carcinoma_(kidney)"	"No"	1
"615"	"BIRC2"	NA	"PCSK9"	NA	"head_and_neck_squamous_cell_carcinoma"	"No"	1
"616"	"BIRC2"	NA	"PGAM5"	NA	"head_and_neck_squamous_cell_carcinoma"	"No"	1
"617"	"BIRC2"	NA	"RIPK1"	NA	"glioblastoma"	"No"	1
"618"	"BIRC2"	NA	"RIPK2"	NA	"glioblastoma, head_and_neck_squamous_cell_carcinoma, clear_cell_renal_cell_carcinoma_(kidney)"	"No"	3
"619"	"BIRC2"	NA	"RIPK3"	NA	"glioblastoma, clear_cell_renal_cell_carcinoma_(kidney)"	"No"	2
"620"	"BIRC2"	NA	"TANK"	NA	"glioblastoma, head_and_neck_squamous_cell_carcinoma, clear_cell_renal_cell_carcinoma_(kidney)"	"No"	3
"621"	"BIRC2"	NA	"TRAF1"	NA	"glioblastoma, head_and_neck_squamous_cell_carcinoma"	"No"	2
"622"	"BIRC2"	NA	"TRAF2"	NA	"head_and_neck_squamous_cell_carcinoma, clear_cell_renal_cell_carcinoma_(kidney)"	"No"	2
"623"	"BIRC2"	NA	"TRAF3"	NA	"head_and_neck_squamous_cell_carcinoma"	"No"	1
"624"	"BIRC2"	NA	"TRAF6"	NA	"clear_cell_renal_cell_carcinoma_(kidney)"	"No"	1
"625"	"BIRC7"	NA	"DIABLO"	NA	"glioblastoma"	"No"	1
"626"	"BMI1"	NA	"H2AFX"	NA	"clear_cell_renal_cell_carcinoma_(kidney)"	"No"	1
"627"	"BMI1"	NA	"H2AFZ"	NA	"clear_cell_renal_cell_carcinoma_(kidney)"	"No"	1
"628"	"BMI1"	NA	"HIST1H2AH"	NA	"clear_cell_renal_cell_carcinoma_(kidney)"	"No"	1
"629"	"BMI1"	NA	"HIST1H2AJ"	NA	"clear_cell_renal_cell_carcinoma_(kidney)"	"No"	1
"630"	"BMI1"	NA	"HIST1H2AM"	NA	"clear_cell_renal_cell_carcinoma_(kidney)"	"No"	1
"631"	"BMI1"	NA	"HIST2H2AB"	NA	"clear_cell_renal_cell_carcinoma_(kidney)"	"No"	1
"632"	"BMI1"	NA	"HIST3H2A"	NA	"clear_cell_renal_cell_carcinoma_(kidney)"	"No"	1
"633"	"BMI1"	NA	"RNF2"	NA	"clear_cell_renal_cell_carcinoma_(kidney)"	"No"	1
"634"	"BMI1"	NA	"RRM1"	NA	"clear_cell_renal_cell_carcinoma_(kidney)"	"No"	1
"635"	"BRAP"	NA	"BRAP"	NA	"lung_squamous_cell_carcinoma, clear_cell_renal_cell_carcinoma_(kidney)"	"No"	2
"636"	"BRAP"	NA	"USP15"	NA	"clear_cell_renal_cell_carcinoma_(kidney)"	"No"	1
"637"	"CBLL1"	NA	"CTTN"	NA	"lung_squamous_cell_carcinoma"	"No"	1
"638"	"CCNF"	NA	"CCP110"	NA	"clear_cell_renal_cell_carcinoma_(kidney)"	"No"	1
"639"	"CCNF"	NA	"CDC6"	NA	"endometrial_carcinoma_(uterine), head_and_neck_squamous_cell_carcinoma, lung_squamous_cell_carcinoma, clear_cell_renal_cell_carcinoma_(kidney)"	"No"	4
"640"	"CCNF"	NA	"RRM2"	NA	"endometrial_carcinoma_(uterine), head_and_neck_squamous_cell_carcinoma, clear_cell_renal_cell_carcinoma_(kidney)"	"No"	3
"641"	"CDC20"	NA	"CCNA2"	NA	"glioblastoma, endometrial_carcinoma_(uterine), head_and_neck_squamous_cell_carcinoma, lung_squamous_cell_carcinoma, clear_cell_renal_cell_carcinoma_(kidney)"	"No"	5
"642"	"CDC20"	NA	"CCNB1"	NA	"glioblastoma, endometrial_carcinoma_(uterine), head_and_neck_squamous_cell_carcinoma, lung_squamous_cell_carcinoma, clear_cell_renal_cell_carcinoma_(kidney)"	"No"	5
"643"	"CDC20"	NA	"CENPF"	NA	"glioblastoma, endometrial_carcinoma_(uterine), head_and_neck_squamous_cell_carcinoma, lung_squamous_cell_carcinoma, clear_cell_renal_cell_carcinoma_(kidney)"	"No"	5
"644"	"CDC20"	NA	"MCL1"	NA	"glioblastoma, clear_cell_renal_cell_carcinoma_(kidney)"	"No"	2
"645"	"CDC20"	NA	"NEK2"	NA	"glioblastoma, endometrial_carcinoma_(uterine), head_and_neck_squamous_cell_carcinoma, lung_squamous_cell_carcinoma, clear_cell_renal_cell_carcinoma_(kidney)"	"No"	5
"646"	"CDC20"	NA	"PHF8"	NA	"endometrial_carcinoma_(uterine), lung_squamous_cell_carcinoma"	"No"	2
"647"	"CDC20"	NA	"PTTG1"	NA	"glioblastoma, endometrial_carcinoma_(uterine), head_and_neck_squamous_cell_carcinoma, lung_squamous_cell_carcinoma, clear_cell_renal_cell_carcinoma_(kidney)"	"No"	5
"648"	"CDC20"	NA	"RASSF1"	NA	"glioblastoma, clear_cell_renal_cell_carcinoma_(kidney)"	"No"	2
