Patient_ID	01CO001	01CO005	01CO006	01CO008	01CO013	01CO014	01CO015	01CO019	01CO022	05CO002	05CO003	05CO004	05CO005	05CO006	05CO007	05CO011	05CO014	05CO015	05CO020	05CO026	05CO028	05CO029	05CO032	05CO033	05CO034	05CO035	05CO037	05CO039	05CO041	05CO044	05CO045	05CO047	05CO048	05CO049	05CO050	05CO053	05CO054	05CO055	06CO001	06CO002	09CO005	09CO006	09CO008	09CO011	09CO013	09CO014	09CO015	09CO018	09CO019	09CO022	11CO005	11CO007	11CO008	11CO010	11CO018	11CO019	11CO020	11CO021	11CO022	11CO027	11CO030	11CO031	11CO032	11CO033	11CO036	11CO037	11CO039	11CO042	11CO043	11CO044	11CO045	11CO047	11CO048	11CO051	11CO052	11CO053	11CO054	11CO057	11CO058	11CO059	11CO060	11CO061	11CO062	11CO070	11CO072	11CO077	11CO079	13CO001	14CO001	14CO002	14CO003	14CO005	15CO001	15CO002	16CO002	16CO003	16CO006	16CO011	16CO012	20CO001	20CO003	20CO004	20CO006	20CO007	21CO006	21CO007	22CO004	22CO006	24CO005	27CO004	01CO001.N	01CO005.N	01CO006.N	01CO008.N	01CO013.N	01CO014.N	01CO015.N	01CO019.N	01CO022.N	05CO002.N	05CO003.N	05CO006.N	05CO007.N	05CO011.N	05CO015.N	05CO020.N	05CO026.N	05CO028.N	05CO029.N	05CO032.N	05CO033.N	05CO034.N	05CO035.N	05CO037.N	05CO039.N	05CO041.N	05CO044.N	05CO045.N	05CO047.N	05CO048.N	05CO049.N	05CO050.N	05CO053.N	05CO054.N	06CO001.N	06CO002.N	09CO005.N	09CO006.N	09CO008.N	09CO011.N	09CO013.N	09CO014.N	09CO015.N	09CO018.N	09CO019.N	09CO022.N	11CO005.N	11CO007.N	11CO008.N	11CO010.N	11CO018.N	11CO019.N	11CO020.N	11CO021.N	11CO022.N	11CO027.N	11CO030.N	11CO031.N	11CO032.N	11CO033.N	11CO036.N	11CO037.N	11CO039.N	11CO042.N	11CO043.N	11CO044.N	11CO045.N	11CO047.N	11CO048.N	11CO051.N	11CO052.N	11CO053.N	11CO054.N	11CO057.N	11CO058.N	11CO060.N	11CO061.N	11CO062.N	11CO070.N	11CO072.N	11CO077.N	11CO079.N	14CO002.N	14CO005.N	15CO001.N	15CO002.N	16CO002.N	16CO003.N	16CO006.N	16CO011.N	20CO001.N	20CO003.N	20CO004.N	20CO006.N	20CO007.N	21CO006.N	21CO007.N	22CO004.N	22CO006.N	27CO004.N
TBCB	10.2204	10.2216	9.6275	9.3106	9.9144	9.9801	10.4388	10.1662	10.3729	9.8392	9.5118		10.9694	10.1724	10.0126	10.062000000000001	9.7347	10.5265	9.1898	10.7245	10.9944	10.9233	11.0238	10.2621	10.7423	9.9773	10.1536	9.9972	10.2726	10.2923	10.9241	9.9084	10.6184	9.7022	10.7082	10.5718	10.7194	10.6591	9.9816	10.1662	10.0875	9.8781	9.8842	10.3242	10.2021	10.1687	10.6239	10.4959	10.7649	10.7649	9.9858	10.3231	11.817	10.5147	9.4838	9.9513	10.0741	9.5925	10.1611	10.6092	10.4009	10.3718	11.4491	9.8424	10.623	10.4471	10.3476	10.1447	10.4179	9.5699	10.0526	9.8392	9.8657	9.676	10.7194	10.1972	10.1536	10.3298	10.3276	9.8811	10.0848	10.7117	9.7632	10.4388	10.4115	10.3859	10.0768			10.5699	9.3531	10.927	9.7415	10.4357	11.058	10.6742	10.9672	10.388	10.2935	10.1824	10.4778	10.1536		10.1836	10.3998	10.1849	10.3998	10.3641	12.1344	10.4969																																																																																																				
TBK1	10.0634	9.66	10.1836	10.703	9.6275	10.543	10.6348	9.7912	10.1357	10.0768	10.0265		10.8106	10.4126	10.1241	10.032	9.6653	10.8154	9.7814	10.1497	11.0189	10.7928	11.5216	11.0028	10.5098	9.8455	9.7532	10.275	10.8765	9.8918	10.821	10.1344	10.3276	9.9009	9.9144	10.5118	10.3174	10.4707	10.0458	10.6211	9.8887	10.8242	10.1849	10.1812	10.058	10.1357	10.4136	10.93	10.6865	10.1228	9.9915	11.032	11.4843	9.9816	9.7715	10.0901	10.1331	9.7928	10.137	10.8642	10.1459	11.4152	10.5078	10.3641	10.3163	10.3696	10.7549	9.7764	9.8502	9.7912	9.7912	9.6707	9.8719	10.5265	10.8765	10.4357	10.3432	10.0279	10.352	10.5392	10.2324	11.5411	10.1812	10.2703	10.2503	10.2574	9.7993			10.3923	10.0	10.4574	9.783	9.8826	9.7482	10.5479	10.6046	9.9701	10.9388	10.3987	11.0848	9.796		10.2761	10.7993	10.2726	10.5058	10.7599	11.1344	10.3663																																																																																																				
TBL1X	8.5812	8.3794	9.3772	9.6055	9.29	9.1849	8.982999999999999	10.3365	8.3531	9.014	9.5196		7.375	8.8887	9.3663	9.1085	8.4512	7.7004	9.4094	8.3531	7.7211	8.7142	7.098	8.8455	10.0634	9.4051	8.8234	9.1111	9.0334	10.6671	9.42	8.3837	8.8857	8.8265	9.375	8.0279	8.8265	8.9069	9.0688	9.3376	8.8424	7.4429	7.5392	10.0607	7.7682	8.6865	9.2167	6.7004	8.5507	8.6475	9.8313	9.097999999999999	9.8025	7.983	9.9527	10.363	9.1215	8.9915	8.8009	8.6184	9.207	7.6439	8.5314	8.2432	8.4635	8.9801	8.3923	10.352	8.857999999999999	8.8549	8.8138	9.137	8.7944	8.5962	8.6618	8.6618	9.1085	10.2597	7.96	8.9454	8.9858	8.9278	9.3242	8.8704	7.3219	9.3576	6.9658			9.0954	9.4136	10.2633	10.7074	7.2095	8.3923	9.8154	7.6582	8.611	8.4346	9.4998	9.1624	7.7415		8.1033	9.0821	8.9887	9.8025	9.0795	7.2574	8.8486																																																																																																				
TCF3	9.6402	11.2935	9.568	9.9307	10.3454	10.1536	10.1033	10.1611	10.0512	10.0112	10.5727		10.8146	10.1306	10.0674	11.0077	10.6321	9.9887	10.6996	10.7715	9.8595	9.4939	9.255	9.4656	9.7977	10.4157	10.0348	10.2668	10.9643	12.1046	10.2668	10.7507	9.9425	10.1202	10.8941	10.2336	10.6546	9.5137	10.1472	9.5641	10.5821	9.9174	10.1923	10.3608	10.4838	10.5314	10.3197	9.5661	10.4522	10.6917	10.4676	10.633	9.9527	11.4605	10.9046	10.623	10.0056	10.7773	10.584000000000001	10.4357	9.796	9.7846	10.6439	9.9629	10.6582	10.1459	10.3509	10.544	11.1131	10.9403	11.1731	10.5546	10.2633	10.2312	10.137	10.4346	10.0741	11.0105	10.6996	10.0512	10.0168	9.4737	10.8564	11.007	10.96	10.1357	10.4429			9.7814	10.865	10.3718	10.3004	10.7607	11.4964	10.043	10.6874	10.7134	9.7797	10.2773	9.0741	10.703		10.9285	9.943999999999999	10.7142	10.151	9.2644	9.1267	10.7013																																																																																																				
TCF7L2	8.7313	9.0498	9.0112	10.2082	9.3083	8.0334	7.3219	9.0307	8.6402	9.3015	9.9787		7.5392	9.2384	10.1098	9.0168	9.7616	8.817	9.8948	9.1111	7.4838	7.9366	7.5469	7.6653	8.4471	9.42	9.7532	9.3151	9.1111	10.7168	7.6653	7.5314	8.1749	9.2479	8.3443	7.4346	9.1923	8.3966	8.5812	9.2167	9.8041	8.1497	8.683	8.8765	8.9129	8.2808	7.9069	7.0112	7.3487	8.8887	9.0168	7.3399	6.9773	9.3729	10.7607	9.4696	9.3531	9.5943	9.1649	6.8704	8.9366	7.1898	8.4878	8.6546	8.7245	8.2479	8.0334	9.6564	8.8424	9.6221	9.3837	9.0417	9.7698	9.236	7.8009	8.5699	8.6689	9.2216	8.9189	8.3663	8.3038	6.7415	9.3309	8.7415	8.2854	8.4305	8.8234			6.8455	10.2946	7.6439	9.66	8.7616	8.1799	7.9248	8.4594	8.9629	7.5236	8.2336	7.4094	9.0526		8.3923	7.9069	8.0875	8.5584	8.6402	8.1898	8.8202																																																																																																				
TCHP	8.0	8.5999	8.7582	8.1497	8.6546	8.5038	8.0112	8.2192	7.8392	8.7347	9.1241		8.3707	8.633	8.3309	9.0196	8.7682	8.1189	8.4051	8.9218	7.2668	7.3219	6.8202	8.1137	8.5999	8.2992	8.2336	8.5507	8.7549	8.3663	7.7074	9.3597	7.8009	8.5699	8.7004	8.6257	8.9715	7.7682	8.375	8.1085	8.4429	7.9009	8.7977	8.7549	8.3174	8.7177	8.5584	7.3923	8.0661	7.9944	8.1997	7.96	8.4919	8.4051	8.388	8.375	8.8517	9.1085	8.1085	8.4471	8.4998	7.8517	8.6073	8.4263	8.9069	8.6546	8.1241	8.7912	8.7313	8.8009	9.0821	8.9715	8.9009	8.9887	8.6439	8.5275	8.2946	8.7347	8.1548	8.69	8.2046	7.3219	9.1189	8.0168	8.8734	7.9542	8.7781			7.8392	9.0196	8.2527	9.3151	8.2946	8.3174	8.1898	8.9159	8.3354	8.0821	8.2668	8.5078	8.6073		7.5469	8.4635	8.3923	8.3966	8.2621	7.8517	8.6036																																																																																																				
TDG	10.2981	9.4221	10.0901	10.0539	9.7993	10.9344	10.4398	9.817	10.5803	9.7228	10.043		10.8887	10.2889	10.4378	10.0042	10.7022	9.9293	10.0389	10.9965	10.9285	10.3565	11.4517	11.0768	10.6519	9.8887	10.0389	10.5575	10.1111	10.2192	10.007	9.7448	10.4346	9.7381	10.5488	10.5868	10.2228	10.1762	10.1523	10.5517	9.972999999999999	10.4491	10.3332	9.9744	9.6073	9.7665	10.3197	10.4346	10.3421	10.4959	9.5392	10.890999999999998	10.9337	9.7715	9.4778	9.66	10.3587	9.9396	10.5746	10.6591	10.1472	11.2192	9.8826	10.3208	10.4666	9.9039	10.5925	9.875	9.4221	9.9278	9.8074	9.9556	9.6092	10.7372	10.7423	10.1523	10.1176	10.2691	10.1712	10.5226	10.0861	11.4939	10.5718	10.4073	9.9498	9.9929	9.7582			10.8865	9.7879	9.8963	10.4878	9.7879	10.0293	9.9986	10.7211	9.8811	10.633	10.0182	9.9069	10.0768		10.29	10.7665	9.9801	10.2444	10.2021	10.7616	10.4429																																																																																																				
TEAD4	8.0715	8.0279	7.2095	7.9887	8.5887	8.2574	8.3174	8.7177	8.4676	8.4305	8.9099		8.9715	8.3354	9.0715	8.7381	9.0	8.6439	8.3219	9.0307	8.3663	8.0498	8.633	8.7977	8.8009	8.2046	8.1948	8.7448	9.6018	9.2738	9.388	8.8392	8.7682	8.5078	8.7515	8.543	9.0056	8.5275	8.8978	8.5392	8.0875	8.2715	8.1085	8.0	8.6582	8.0768	8.5469	8.9099	8.8673	8.857999999999999	7.6653	8.3399	9.6528	9.3794	8.2992	8.6724	8.9484	9.1267	8.4009	8.8948	8.5661	8.9944	8.8734	8.0661	9.0168	8.4798	9.1573	8.585	8.8009	8.29	8.6653	8.9337	8.5236	8.9454	8.9571	8.7177	9.1898	8.6221	8.5038	8.4798	8.0112	8.9396	9.1137	8.6653	8.6147	8.2479	7.6366			8.4798	8.7846	9.014	8.1137	8.8041	8.2946	8.4594	9.1033	8.4919	8.6865	8.817	8.0224	8.8041		8.0661	8.6689	9.0715	8.6724	8.1749	8.8234	8.4429																																																																																																				
TEK	8.6546	7.5078	8.7279	7.098	7.7142	7.2946	8.1241	7.6511	7.1699	9.732999999999999	7.6653		7.8392	7.9542	7.4757	7.8826	7.7682	8.5962	8.1396	7.6294	7.1997	7.5925	8.0875	8.8826	8.5078	8.5353	8.1085	7.0768	6.5078	6.2854	8.1649	7.0553	8.4998	8.0498	6.2668	6.7279	6.4919	8.3443	7.6865	7.8202	7.9887	7.5314	8.0715	7.6366	6.8704	8.3219	8.0279	8.1241	7.5925	7.7211	8.7649	7.5236	8.7245	7.7415	7.7549	8.2288	8.0279	7.5314	7.5999	7.8887	8.3399	8.9099	7.8009	8.4346	7.7482	8.6546	7.8826	7.0768	6.7004	7.6795	7.8329	8.2715	9.0741	8.2808	7.7814	7.9248	7.5157	7.4676	8.4838	7.8074	7.1189	8.6618	7.983	7.8138	7.0334	8.097999999999999	7.6865			6.9542	7.1293	7.6582	8.2715	8.1447	8.0607	8.6402	7.4594	8.0715	8.0821	8.8329	8.3083	5.8329		7.4919	7.7482	7.9887	7.7415	9.5793	8.4959	7.9715																																																																																																				
TELO2	8.4757	9.2761	8.0334	7.5078	8.9887	9.0928	9.1293	10.0196	9.3399	8.8361	8.9484		9.7499	9.0768	9.1573	9.4409	9.2408	8.8424	9.4778	8.9039	8.4263	7.7814	8.4388	7.7616	9.2143	8.8106	9.2761	8.7682	9.4073	9.5962	8.8455	10.4491	8.3923	9.0389	9.9099	8.96	9.7549	9.0362	8.9915	8.3038	8.585	8.0607	8.7715	9.0112	9.5058	8.3443	9.1189	8.8361	9.0056	9.4221	9.3129	9.0928	9.255	10.062000000000001	9.5275	8.29	8.2808	9.2597	9.2408	9.1007	8.6582	8.5118	9.0444	9.0362	9.3619	9.0875	9.2877	10.2107	9.9129	9.4157	9.8486	9.6239	9.5392	9.2946	8.5962	8.543	9.3987	8.9542	8.9542	9.4094	8.9069	8.5392	9.5137	9.0768	9.7797	8.9887	9.4656			8.2715	9.4898	9.1111	8.7879	9.5641	8.8106	9.137	9.2761	9.1059	8.4878	8.4263	8.2808	9.7698		9.1241	8.9129	9.2969	8.9513	7.9484	7.8265	9.3287																																																																																																				
TERF1	9.5196	9.5584	9.4115	10.236	10.2444	10.4471	9.7532	9.6294	10.1886	9.3837	9.6129		9.8486	10.8074	9.6742	9.9542	9.0661	9.697000000000001	9.5999	9.2167	10.6715	9.9672	10.9715	9.9248	9.4157	9.5507	9.8408	10.0444	9.9381	9.66	9.8424	9.207	9.9366	9.375	9.7415	10.0334	9.2691	9.8673	10.0914	9.982999999999999	10.1624	9.9513	10.0526	9.3197	9.255	9.6312	10.207	10.0168	9.5622	10.1472	9.1997	10.4949	9.4429	9.4136	9.1624	9.3641	9.445	8.7781	9.3859	9.9972	10.0196	10.1033	9.7846	9.4757	9.817	10.2479	10.7789	9.7977	8.8704	9.7731	8.8329	9.4136	8.9801	9.5118	9.6812	9.7993	9.4242	10.0444	9.7177	9.6636	10.8541	10.1886	9.3987	9.8502	9.7279	9.4115	8.6147			10.3498	8.7347	9.8345	9.5294	9.5314	10.014	9.6294	9.5718	9.0307	9.9944	9.4696	10.2288	9.8719		10.1254	10.1137	10.2538	9.7532	9.6689	10.3487	9.809																																																																																																				
TERF2	9.3945	8.8734	8.7177	8.2432	9.3859	8.8361	9.1624	8.8234	8.8138	9.0928	9.1059		9.0661	8.4009	9.3443	9.1447	9.4533	8.8138	8.9307	8.543	8.3264	8.6689	8.8796	8.6439	9.0084	9.1599	9.3641	9.1007	8.6689	9.8025	8.7977	9.3015	8.6618	8.7482	8.7279	8.4717	8.9009	9.0389	9.2046	9.4959	9.2715	8.29	9.0251	9.4919	9.0821	9.3837	9.0196	7.7279	8.8704	8.7781	9.1189	9.0821	9.3174	9.2668	9.4388	9.5157	8.982999999999999	9.5333	8.7108	8.9484	8.9366	8.7616	9.0	9.2288	9.2384	9.0928	8.9039	9.4656	9.1972	9.2574	9.3376	9.2761	9.3707	8.9658	8.2854	8.9039	9.0471	8.9571	8.1699	8.1396	8.6689	8.5925	8.6184	8.8549	9.445	8.8517	9.5962			9.1849	9.6952	9.0251	9.2621	8.7846	8.9484	8.9337	8.5736	8.9337	8.5157	8.6073	9.1059	9.2877		9.0928	9.0334	9.1033	8.9337	8.7245	8.8642	8.9773																																																																																																				
TFAM	10.7168	10.5594	11.0035	10.69	10.7177	10.3608	11.0203	10.9744	10.7707	9.6636	10.0539		11.4767	10.6036	9.4998	10.1536	11.1805	10.7142	11.0868	11.2715	11.8638	11.4686	11.5646	11.2998	11.0105	10.4929	10.9651	10.1163	10.8226	9.9144	11.0196	11.0782	10.2715	10.5831	10.9046	11.5073	10.8424	10.6996	10.6987	10.9549	10.9844	11.5845	11.0098	10.6321	10.8796	10.5999	11.1855	11.7916	11.1144	10.8376	10.3608	11.183	11.5425	10.446	9.6257	10.4686	10.1561	10.4263	10.6573	11.6087	10.6027	10.9922	10.7499	10.6184	10.3208	11.1286	11.6461	10.2703	9.8424	10.6839	10.0848	10.7599	10.0224	11.1611	11.1447	11.2894	10.8361	10.6978	10.7313	10.5058	10.8439	10.8273	10.7022	11.3537	10.0901	10.6909	10.2842			11.9151	10.0403	10.2432	10.7245	10.7993	10.3869	10.8114	10.7474	10.4009	11.5093	10.7296	10.716	11.2396		10.8025	11.0355	10.9979	11.1434	10.3174	11.0133	10.9218																																																																																																				
TFAP4	7.3399	8.2621	7.0875	7.8074	8.4305	7.5314	8.4221	8.676	8.1344	7.9069	8.4051		8.5774	7.0661	7.6073	8.8361	8.4136	8.2946	8.7177	8.4051	8.0	8.0	7.375	7.0	8.4676	8.2432	9.1059	7.4998	8.1799	8.1033	8.2992	8.8517	7.8074	8.2946	8.9773	7.8887	8.3966	7.7549	8.2143	8.0661	8.1799	7.3576	8.1085	8.2574	8.6184	8.0444	8.5157	7.9425	8.3487	8.2946	7.7682	8.4429	8.388	8.9099	8.7515	7.8517	7.7944	8.4594	7.9715	8.0553	8.0224	7.1799	8.3794	7.983	8.3443	8.4998	8.3619	9.29	9.3794	9.0084	9.014	8.7781	8.7039	8.4179	7.8202	8.3129	8.3309	8.5736	7.983	8.2761	8.3531	7.3309	8.2761	8.1849	8.683	8.0553	8.7814			8.0607	8.7039	8.7039	8.2143	8.96	8.8455	8.0553	8.7142	8.2854	7.6653	7.5078	7.6653	8.9542		8.1189	8.1189	8.7448	8.0498	6.7682	7.3663	8.1344																																																																																																				
TFG	11.4742	11.0987	11.3163	11.7074	11.3242	11.1655	11.3225	11.3493	11.4959	11.1836	11.7427		10.7541	11.6032	11.6004	11.0203	11.6316	11.3236	11.749	11.7423	11.2264	11.318	10.2288	11.4635	11.5722	11.1542	11.664000000000001	11.2935	11.1351	11.144	10.9622	11.3691	11.4041	11.286	11.1053	11.4126	11.3576	10.8194	11.1997	11.3848	11.0286	11.1917	11.4491	11.0286	11.4226	10.8329	10.7339	11.3055	11.0458	11.6243	10.9425	10.6119	10.93	10.749	11.5387	10.9484	11.6551	11.279000000000002	11.1997	10.6917	11.1478	10.5304	11.1573	11.2438	11.4722	10.8226	10.8842	11.1137	11.020999999999999	11.4398	11.2414	11.1376	11.2324	11.4455	11.2592	10.8611	11.3493	11.1053	11.3309	11.2113	11.1491	10.2668	11.318	11.1472	11.2819	11.007	11.2825			11.2952	11.6165	11.3761	11.6384	11.4696	10.6546	11.1248	11.3934	11.2963	11.3415	11.2228	10.9174	11.0908		11.1567	11.0444	10.9844	11.4362	10.9196	10.6239	11.220999999999998																																																																																																				
TFRC	14.7401	13.9375	13.6987	14.2299	13.8493	13.9733	13.9702	14.6663	14.4422	12.6978	13.7908		13.62	14.3022	12.9862	11.527000000000001	15.338	13.5188	14.7226	14.3842	14.0894	15.1555	13.9597	13.9732	12.8802	12.9775	13.0	14.0198	14.0388	12.2647	14.0646	13.9237	14.1913	13.4751	14.3728	14.9625	13.7404	13.1493	12.9706	13.7455	13.3989	14.6687	13.6515	12.6316	14.6192	12.4325	14.0509	14.8957	12.9679	14.5088	12.4735	14.7024	12.839	12.1504	13.37	13.164000000000001	13.2938	13.0848	14.4424	13.8961	13.8865	14.4612	13.4146	14.0962	14.1388	13.2973	14.501	12.6773	13.2113	13.6247	13.1352	13.8258	12.42	13.6598	14.155999999999999	13.5309	13.6965	12.7252	13.9454	14.2587	13.3538	14.575999999999999	14.3149	13.9012	13.6563	12.3791	12.5833			14.4424	13.7051	13.8139	12.2213	13.9961	12.4843	11.9773	13.5328	12.8734	14.1808	13.1111	12.8027	12.2975		14.0071	13.8149	12.7104	13.5328	13.0152	12.8236	12.7586																																																																																																				
TGFA	9.545	9.3287	9.0661	8.6618	7.8826	9.2831	9.2784	8.5774	9.5118	8.097999999999999	9.0224		8.2668	7.8138	9.7381	8.4717	8.1137	9.4009	9.1674	9.2644	9.1724	9.2691	8.5469	10.0238	9.2503	9.8657	8.7142	9.014	8.7245	11.5555	9.3531	8.7177	9.2761	9.6883	8.7912	9.207	8.7682	7.983	9.8533	10.5765	9.8455	10.1886	8.2432	9.5755	9.4798	9.1799	8.4221	8.8361	8.8857	8.8138	9.1548	8.2946	9.3663	8.3129	9.1724	9.3945	8.8265	9.3576	7.2946	9.0334	8.6582	8.6294	9.224	8.8329	6.9542	7.9944	8.4553	8.982999999999999	9.3641	9.0196	8.7074	8.1649	8.3038	9.1033	9.2621	8.2574	9.1085	9.5699	9.5507	8.3443	7.2095	8.1137	9.611	8.3619	8.4009	8.7074	8.9571			9.783	8.7142	8.9425	6.1699	8.4471	9.4346	7.983	8.9099	8.8978	9.3966	9.9887	7.6221	9.2312		8.9099	8.676	9.1923	9.3309	9.7797	7.5314	9.4858																																																																																																				
TGFB1I1	7.6221	7.4094	7.3837	7.5999	7.3487	6.8202	7.6795	8.0875	7.4512	9.9844	8.0168		6.7944	7.9189	8.9801	7.5236	7.5699	7.8887	8.3219	8.0928	5.6439	6.4757	6.6294	8.224	8.0279	8.3923	8.7781	6.8455	7.3837	8.9159	7.7347	7.9307	8.1599	7.7347	7.5546	5.8074	6.8074	8.0768	7.5546	8.7211	8.1396	6.9773	6.9658	8.0168	8.0875	8.0661	7.4998	7.6795	7.4429	6.9658	9.4838	7.5157	8.3794	8.9801	9.2831	8.9513	8.1548	9.3354	7.6653	7.2192	7.9425	5.9542	8.4998	8.5812	7.9715	8.7074	7.1396	8.6935	8.3083	8.2336	9.2923	9.0224	9.5353	8.0553	7.3576	7.4757	7.3399	7.8329	8.5887	7.6511	8.4305	6.9069	9.1319	8.1189	7.9248	8.8918	8.0553			6.5546	8.0279	8.2621	8.8704	8.7381	8.0112	8.4471	7.9944	8.7682	7.098	9.1319	8.6795	7.0224		6.6294	8.0	7.9887	6.6147	8.5661	7.5236	8.5962																																																																																																				
TGFBR1	10.940999999999999	10.1712	10.9211	11.177999999999999	10.3376	10.267999999999999	10.4584	10.0	11.1991	11.5377	10.7599		11.8001	10.825	11.3208	10.4179	9.9801	10.5226	10.6294	10.5048	10.9106	10.0182	11.1737	11.4833	10.6821	10.8074	11.8525	10.2538	10.4252	11.0566	10.2597	9.8796	11.0546	9.9858	9.8872	10.2503	9.6742	10.6493	10.7895	11.3576	10.9766	11.03	10.6027	10.242	10.9986	10.5765	10.3072	10.8549	10.7764	10.007	11.0908	11.4579	10.9636	10.1357	10.5255	11.2958	11.0821	11.2149	11.0741	10.5803	10.769	10.8603	10.9708	11.4752	10.9024	10.774000000000001	11.168	9.972999999999999	10.4757	10.7305	10.0182	11.163	10.610999999999999	10.6402	10.8948	10.8781	10.3696	10.6751	10.6528	11.0492	11.1079	11.1972	11.1504	11.102	10.6475	11.1072	11.1157			10.3072	10.0835	10.4969	10.675999999999998	10.5507	10.3772	10.5008	10.4959	10.2981	10.6421	11.6046	11.1573	10.4284		9.6724	11.2527	9.8642	10.0334	11.3191	11.1273	10.8494																																																																																																				
TGFBR2	12.1134	12.3095	12.2694	13.1798	12.3712	11.6636	12.7762	11.8937	9.8933	12.8504	11.0512		12.334000000000001	11.6013	10.7305	11.8455	11.807	11.6684	12.5355	11.9185	12.4257	11.6817	11.6129	12.7584	11.9535	12.0536	11.3208	10.3945	10.7707	10.7389	12.1043	11.5474	12.2961	11.7419	10.6537	11.7645	11.7406	11.6724	11.9103	12.0997	12.4466	11.8293	12.4458	11.69	11.9737	11.8727	12.3418	12.6819	12.1488	11.9701	12.4714	11.4168	12.4123	11.9633	11.2825	12.464	12.1599	12.3482	12.3171	11.9065	11.9908	11.2761	12.2018	11.6234	10.8564	12.2213	12.4828	11.8815	11.9392	12.3214	12.0067	11.6795	12.4448	11.1434	11.796	12.2533	11.575999999999999	12.0458	12.2098	11.527000000000001	11.8471	11.8265	12.1573	12.4522	12.0355	12.0775	12.0175			11.5177	10.7389	12.3647	11.8781	12.0488	11.6944	12.058	11.8234	12.0293	11.9715	12.7063	12.2357	12.8154		12.0931	12.5345	12.5245	11.9009	12.5817	12.103	12.0721																																																																																																				
TGIF1	9.9114	10.4615	10.0362	10.4656	11.0835	10.2432	10.4696	10.0498	10.4553	10.568	10.5765		10.0498	11.1768	10.9374	10.623	10.6411	10.3231	10.5887	10.3783	10.5058	9.5736	10.9643	10.6266	10.0362	10.3587	11.1046	10.6944	10.3454	10.9665	10.3859	10.402999999999999	9.42	9.7748	11.0334	10.6724	10.8765	10.374	10.749	10.6707	10.7134	11.5177	10.6055	10.3641	11.1712	10.6008	9.9039	10.5727	10.6555	10.2761	10.0861	10.7541	9.4998	10.8226	10.8321	10.5971	11.1039	10.4564	10.5333	10.3332	10.3264	10.2082	10.5353	10.2264	11.3636	10.6707	10.6812	10.5981	10.769	10.4828	10.4798	9.8517	10.097999999999999	10.9166	10.4315	10.5392	10.1459	10.982999999999999	10.3129	9.9744	10.6284	10.7415	10.3652	10.3707	10.5411	10.1662	10.6147			9.9293	10.7185	10.4717	10.446	10.6184	10.6935	9.7682	10.3891	10.1687	10.3685	10.2819	11.1007	10.128		10.6883	10.0028	9.9643	10.062000000000001	10.5962	10.3685	11.2744																																																																																																				
THOC1	8.7616	9.1007	9.4878	8.9307	8.683	9.4939	9.0	8.6865	9.7074	8.8138	9.2761		9.5584	9.5137	9.2738	8.7748	9.0112	9.4094	8.5925	8.5622	9.8626	9.2408	10.4073	9.236	9.3399	8.3264	8.9801	8.9159	9.7582	9.5831	9.1599	9.7482	8.7039	9.3554	9.8781	10.0334	9.29	8.6865	9.0688	9.0741	8.2761	9.7748	8.6689	9.0821	8.96	8.7039	8.9129	9.9322	9.2456	8.6724	8.8361	9.676	9.4346	8.7245	9.058	9.2264	9.5831	8.8106	8.683	9.697000000000001	9.0251	10.3454	9.0196	9.4696	10.2644	9.825	9.4346	9.0498	9.3641	8.8074	8.7039	9.1497	8.7448	9.3151	9.7091	9.3619	9.207	9.7004	9.1849	9.683	9.2119	10.0168	9.2336	9.7381	8.7846	8.9069	8.5314			8.982999999999999	8.9887	8.5196	8.6865	8.5925	9.5216	8.817	9.2715	8.8517	9.7698	9.3487	9.6257	8.683		9.683	9.4284	8.7177	9.0224	9.3487	9.568	9.7731																																																																																																				
THRA	9.2312	10.7262	9.4737	9.6795	9.66	8.9944	11.3886	9.7211	9.4939	9.8202	9.8595		9.8234	8.3707	8.5622	10.3476	8.4594	8.9773	9.2312	9.4409	10.3242	9.9366	10.014	8.9629	11.1	10.1447	9.7993	9.7682	8.4553	9.2046	9.445	9.4717	9.0056	9.7347	10.1176	8.7912	9.8857	9.6366	10.5058	9.7296	10.3163	9.1599	9.8025	9.5411	10.3332	9.2761	9.9787	8.8642	10.1536	9.3554	9.8948	9.4242	9.9484	10.6184	9.5661	9.7781	10.2691	9.1293	10.0334	10.6573	9.1599	8.8265	8.9542	9.8933	8.8329	9.5118	10.23	10.1059	10.1972	9.224	9.8486	9.3707	10.1624	9.5699	8.9278	9.7682	10.3565	9.375	9.3264	9.3663	9.1007	10.1331	9.5353	9.3174	9.1749	9.9701	9.7381			10.4284	10.1586	10.1202	10.4471	10.0674	10.8122	9.6055	10.1923	10.207	9.6239	9.0307	10.1267	9.7142		10.3465	9.5999	9.2456	10.1215	9.097999999999999	10.0701	9.0471																																																																																																				
